Brand,Model,Variant,Year of Manufacture,Driven Kilometers,Fuel type,Transmission Type,Number of Owners,Location,Price in Lakhs
Hyundai,Elite,Sportz (O) 1.4,2016,68800.0,DIESEL,MANUAL,1st,Rajasthan," 6,65,000"
Bmw,3,2005-2011 320d Dynamic,2012,76000.0,DIESEL,AUTOMATIC,1st,Karnataka," 8,50,000"
Chevrolet,Beat,2010-2013 Diesel,2012,30000,DIESEL,MANUAL,First,Rajasthan," 2,99,999"
BMW,X5,xDrive 30d Expedition,Jun 2017,"59,079",Diesel,Automatic,Second,Noida,47
Tata,Tiago,XZA,2019,"12,000",PETROL,AUTOMATIC,1st,Tamil," 6,00,000"
Maruti,Suzuki,2012-2016 CNG LXI,2016,"63,000",PETROL,MANUAL,--,Kerala," 2,58,500"
Mahindra,Bolero,SLE,2016,130000.0,DIESEL,MANUAL,1st,Karnataka," 6,50,000"
Maruti,Suzuki,8 Seater BSIV,2015,88000.0,PETROL,--,1st,Tamil," 2,90,000"
Toyota,Innova,2.5 V 7 STR,2015,"149,000",DIESEL,MANUAL,2nd,Kerala," 9,75,000"
Maruti,Suzuki,VDI,2008,110000.0,DIESEL,MANUAL,1st,Tamil," 3,25,000"
Maruti,Suzuki,VXI,2017,66000.0,PETROL,MANUAL,1st,Tamil," 4,35,000"
Mahindra,Xuv500,W8 2WD,2014,98000.0,DIESEL,MANUAL,2nd,Maharashtra," 7,50,000"
Kia,Seltos,,2021,5000.0,--,--,--,Kerala," 1,00,000"
Maruti,Suzuki,ZDi,2019,62,DIESEL,MANUAL,--,Kerala," 9,77,000"
Maruti,Suzuki,VXI BSIV,2010,90000,PETROL,MANUAL,First,Maharashtra," 1,99,000"
Skoda,Fabia,2010-2015 1.2L Diesel Elegance,2011,"121,000",DIESEL,AUTOMATIC,3rd,Tamil," 3,10,000"
Ford,Figo,1.2 Trend Plus MT,2012,"140,000",DIESEL,AUTOMATIC,4th,Rajasthan," 1,40,000"
Maruti,Suzuki,2004-2010 Vdi BSIII,2011,90000.0,DIESEL,MANUAL,2nd,Tamil," 3,60,000"
Maruti,Suzuki,VXI,2016,10087.0,PETROL,AUTOMATIC,1st,Delhi," 3,07,200"
Honda,Amaze,S i-DTEC,2018,41897.0,DIESEL,MANUAL,1st,Rajasthan," 6,95,000"
Maruti,Suzuki,AC,2005,"100,000",PETROL,MANUAL,3rd,Tamil," 1,13,000"
Maruti,Suzuki,ZXI AMT,2018,"15,000",PETROL,AUTOMATIC,1st,Tamil," 4,50,000"
Maruti,Suzuki,2012-2016 LXI,2014,"82,000",PETROL,MANUAL,1st,Tamil," 2,75,000"
Toyota,Innova,2.4 V,2016,99000.0,DIESEL,MANUAL,1st,Rajasthan," 16,00,000"
Land,Rover,Evoque Pure SD4,2013,50000.0,DIESEL,AUTOMATIC,2nd,Delhi," 22,90,000"
Chevrolet,Beat,2014-2016 Diesel LS,2014,70000.0,DIESEL,MANUAL,1st,Delhi," 1,85,000"
Maruti,Suzuki,5 Seater AC,2017,34000.0,PETROL,MANUAL,1st,Kerala," 3,49,000"
Ford,Ecosport,1.5 Petrol Titanium Plus AT,2014,"42,000",PETROL,AUTOMATIC,1st,Maharashtra," 6,00,000"
Audi,A6,35 TFSI Matrix,Jun 2019,"5,000",Petrol,Automatic,First,Noida,40
Maruti,Suzuki,2018 AMT VDI,2018,65800.0,DIESEL,AUTOMATIC,1st,Karnataka," 7,50,000"
Mahindra,Xuv500,2011-2015 W4,2014,140000,DIESEL,MANUAL,First,Kerala," 7,15,000"
Hyundai,Xcent,1.2 CRDi S,2014,85000.0,DIESEL,MANUAL,2nd,Delhi," 2,35,000"
Mahindra,Thar,CRDE 4X4 BS IV,2014,44000.0,DIESEL,MANUAL,2nd,Rajasthan," 6,90,000"
Volkswagen,Vento,1.6 Highline Plus,2013,92000.0,DIESEL,MANUAL,1st,Kerala," 3,75,000"
Chevrolet,Spark,2007-2012 1.0 LS,2009,76000.0,PETROL,MANUAL,4th,Rajasthan," 85,000"
Audi,Rs5,,2013,43500.0,--,--,--,Rajasthan," 35,00,000"
Honda,City,2011-2013 V MT,2011,89000.0,CNG & HYBRIDS,MANUAL,2nd,Maharashtra," 3,68,000"
Maruti,Suzuki,1.2 Delta,2015,63000.0,PETROL,MANUAL,2nd,Rajasthan," 5,00,000"
Skoda,Laura,Ambiente 2.0 TDI CR Manual,2011,100800.0,DIESEL,MANUAL,1st,Maharashtra," 3,59,000"
Maruti,Suzuki,K10 VXi (O),2014,64000.0,PETROL,MANUAL,1st,Maharashtra," 2,97,500"
Audi,Q3,2.0 TDI Quattro Premium Plus,2013,"40,000",DIESEL,AUTOMATIC,2nd,Tamil," 15,90,000"
Honda,City,i-VTEC V,2015,60378.0,PETROL,AUTOMATIC,1st,Karnataka," 7,50,000"
Maruti,Suzuki,5 STR WITH A/C+HTR,2014,70000.0,PETROL,MANUAL,2nd,Rajasthan," 2,70,000"
Maruti,Suzuki,2011-2014 Star LDI,2014,"55,000",DIESEL,MANUAL,1st,Karnataka," 3,99,999"
Mahindra,Jeep,CL 550 MDI,1991,30000,DIESEL,MANUAL,First,Rajasthan," 3,00,000"
Skoda,Fabia,2010-2015 1.2 TDI Ambition,2012,160000.0,DIESEL,MANUAL,2nd,Kerala," 1,75,000"
Maruti Suzuki,Wagon R,LX Minor,Jul 2010,"63,000",Petrol,Manual,First,Noida,2.25
Maruti,Suzuki,LXI,2007,70000.0,PETROL,MANUAL,2nd,Tamil," 1,70,000"
Maruti,Suzuki,1.2 CVT Delta,2017,30221.0,PETROL,AUTOMATIC,1st,Maharashtra," 6,99,000"
Hyundai,Verna,CRDi 1.6 EX,2013,74000.0,DIESEL,MANUAL,1st,Delhi," 3,60,000"
Hyundai,I10,1.2 Kappa Magna,2013,80000.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 2,49,948"
Bmw,X1,2010-2012 sDrive20d,2012,82000.0,DIESEL,AUTOMATIC,2nd,Tamil," 11,50,000"
Mahindra,Bolero,SLX 2WD BSIII,2017,15,DIESEL,AUTOMATIC,1st,Rajasthan," 7,80,000"
Renault,Kwid,RXL,2019,25300.0,PETROL,MANUAL,1st,Rajasthan," 3,65,000"
Maruti Suzuki,Ritz,Vdi BS-IV,Sep 2014,"42,295",Diesel,Manual,First,Noida,3.33
Mahindra,Thar,CRDe,2016,"63,000",DIESEL,MANUAL,3rd,Kerala," 7,65,000"
Maruti,Suzuki,,2009,60000.0,PETROL,MANUAL,2nd,Maharashtra," 2,29,000"
Hyundai,I10,Others,2016,90000,CNG,MANUAL,First,Delhi," 1,50,000"
Mercedes-Benz,S-Class,S 400,Jun 2017,"17,000",Petrol,Automatic,First,Noida,77
Hyundai,Grand,2013-2016 CRDi Magna,2015,"53,400",DIESEL,MANUAL,2nd,Rajasthan," 3,58,000"
Hyundai,I10,1.2 Kappa Magna,2011,56000.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 2,30,000"
Volkswagen,Crosspolo,2013-2015 1.2 TDI,2014,84300.0,DIESEL,MANUAL,2nd,Karnataka," 4,05,000"
Maruti,Suzuki,ZDi,2017,36000.0,--,--,1st,Tamil," 6,75,000"
Ford,Figo,2010-2012 Diesel ZXI,2011,105000.0,DIESEL,MANUAL,2nd,Kerala," 1,49,000"
Mahindra,Xuv500,W8 2WD,2014,112000.0,DIESEL,MANUAL,2nd,Karnataka," 8,25,000"
Honda,Amaze,1.5 SMT I DTEC,2019,"25,000",DIESEL,MANUAL,1st,Tamil," 7,35,000"
Maruti,Suzuki,VXI Optional MT,2019,72003.0,PETROL,MANUAL,1st,Kerala," 4,15,000"
Renault,Duster,Adventure Edition 85 PS RXL 4X2 MT,Jun 2015,"70,000",Diesel,Manual,First,Noida,4.25
Maruti,Suzuki,VXI,2013,47000.0,PETROL,MANUAL,1st,Delhi," 2,10,000"
Lamborghini,Huracan,LP 610-4,Jun 2014,"16,000",Petrol,Automatic,Third,Noida,2.15
Hyundai,Verna,VTVT 1.6 AT SX Option,2018,"32,000",PETROL,AUTOMATIC,1st,Delhi," 10,95,000"
Maruti,Suzuki,ZXI,2010,59000.0,PETROL,MANUAL,2nd,Delhi," 1,99,000"
Volkswagen,Polo,1.2 MPI Trendline,2017,74000.0,PETROL,MANUAL,1st,Rajasthan," 4,60,000"
Tata,Manza,Aura Safire BS IV,2009,75000.0,PETROL,MANUAL,2nd,Karnataka," 2,25,000"
Maruti,Suzuki,MPI STD BSIII 5-STR W/ IMMOBILISER,2007,"85,000",PETROL,MANUAL,2nd,Kerala," 85,500"
Fiat,Avventura,Power Up 1.3 Emotion,2014,140000,DIESEL,MANUAL,Second,Rajasthan," 2,60,000"
Maruti,Suzuki,VDI,2014,"71,300",DIESEL,MANUAL,2nd,Rajasthan," 3,61,000"
Volkswagen,Polo,1.2 MPI Comfortline,2018,18000.0,PETROL,MANUAL,1st,Karnataka," 6,75,000"
Mahindra,Xuv500,W8,2015,99000.0,DIESEL,MANUAL,2nd,Maharashtra," 7,50,000"
Honda,Amaze,VX i-VTEC,2014,60000.0,PETROL,AUTOMATIC,2nd,Karnataka," 4,95,000"
Honda,Accord,2.4 Automatic,2008,"66,000",PETROL,MANUAL,1st,Delhi," 2,30,000"
Hyundai,Grand,1.2 Kappa Sportz,2017,37440.0,PETROL,MANUAL,1st,Rajasthan," 4,90,000"
Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2015,90000,DIESEL,MANUAL,Second,Tamil," 11,80,000"
Skoda,Yeti,Active 2.0 TDI CR 4x2,2012,69000.0,DIESEL,MANUAL,1st,Maharashtra," 5,85,000"
Maruti,Suzuki,2005-2010 LXi BSIII,2007,"102,100",PETROL,MANUAL,2nd,Tamil," 1,20,000"
Mahindra,Scorpio,2009-2014 2.6 CRDe SLE,2013,90000,DIESEL,MANUAL,Second,Delhi," 4,50,000"
Hyundai,I10,2007-2010 Magna 1.2,2010,73263,PETROL,MANUAL,Second,Tamil," 2,42,000"
Renault,Duster,85 PS RxL Diesel (Opt),Jan 2014,"61,943",Diesel,Manual,First,Noida,4.5
Hyundai,I20,,2010,95000.0,PETROL,MANUAL,2nd,Maharashtra," 2,60,000"
Tata,Aria,Pure LX 4x2,2015,"85,000",DIESEL,MANUAL,2nd,Tamil," 4,95,000"
Maruti,Suzuki,VXI,2020,11000.0,PETROL,MANUAL,1st,Delhi," 6,50,000"
Mercedes-Benz,Glc,220 D 4 MATIC,2018,50000.0,DIESEL,AUTOMATIC,1st,Delhi," 43,00,000"
Ford,Fiesta,,2012,40000.0,PETROL,MANUAL,1st,Maharashtra," 2,20,000"
Maruti,Suzuki,VDI,2008,75000.0,DIESEL,MANUAL,1st,Rajasthan," 2,21,000"
Maruti,Suzuki,VXI,2018,36000.0,PETROL,MANUAL,1st,Kerala," 3,10,000"
Renault,Duster,110PS Diesel RxL,2012,150000.0,DIESEL,MANUAL,2nd,Tamil," 4,90,000"
Chevrolet,Beat,2014-2016 LT,2014,"80,000",PETROL,MANUAL,3rd,Rajasthan," 1,55,000"
Honda,Brio,2013-2016 V MT,2011,44000.0,PETROL,MANUAL,--,Tamil," 3,45,000"
Mahindra,Thar,LX 4-STR Hard Top AT,2021,3000.0,PETROL,AUTOMATIC,1st,Delhi," 17,75,000"
Mg,Hector,Sharp diesel Manual,2021,26000.0,DIESEL,MANUAL,1st,Karnataka," 21,00,000"
Hyundai,Eon,Era,2011,32000.0,PETROL,MANUAL,3rd,Tamil," 1,95,000"
Hyundai,I10,2007-2010 Magna 1.2,2009,"86,000",PETROL,MANUAL,3rd,Tamil," 2,10,000"
Bentley,Continental,GT Speed,2008,40000,PETROL,AUTOMATIC,Second,Delhi," 49,99,999"
Maruti,Suzuki,Lxi,2010,93000.0,PETROL,MANUAL,2nd,Kerala," 1,50,000"
Volkswagen,Vento,Others,2020,13000.0,PETROL,MANUAL,1st,Tamil," 8,90,000"
Maruti,Suzuki,1.2 Delta,2017,65000.0,DIESEL,MANUAL,2nd,Rajasthan," 5,75,000"
Maruti,Suzuki,ZDi,2016,82000.0,DIESEL,MANUAL,1st,Rajasthan," 8,25,000"
Honda,Jazz,S Diesel,2015,69000.0,DIESEL,MANUAL,2nd,Karnataka," 4,45,000"
Renault,Duster,110PS Diesel RxL,2013,97000.0,DIESEL,MANUAL,2nd,Maharashtra," 4,25,000"
Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,140000,DIESEL,MANUAL,First,Kerala," 5,60,000"
Maruti,Suzuki,LXI,2010,60000.0,PETROL,MANUAL,2nd,Kerala," 1,85,000"
Hyundai,Grand,1.2 Kappa Sportz,2018,7500.0,PETROL,MANUAL,1st,Rajasthan," 5,05,000"
Honda,City,VTEC Plus,2008,71000.0,PETROL,MANUAL,2nd,Delhi," 1,70,000"
Maruti,Suzuki,LXI,2015,84000.0,PETROL,MANUAL,1st,Kerala," 2,50,000"
Honda,City,2011-2013 V AT Exclusive,2012,38000.0,PETROL,AUTOMATIC,1st,Delhi," 5,35,000"
Mahindra,Xuv500,2011-2015 W8-2WD,2011,70000,DIESEL,MANUAL,Fourth,Rajasthan," 7,00,000"
Audi,A6,2.0 TDI,2012,68000.0,DIESEL,AUTOMATIC,1st,Delhi," 7,80,000"
Toyota,Fortuner,3.0 4x2 Automatic,2012,83000.0,DIESEL,AUTOMATIC,2nd,Delhi," 10,25,000"
Maruti,Suzuki,AC,1995,"40,000",PETROL,MANUAL,3rd,Maharashtra," 40,000"
Maruti,Suzuki,2006-2010 LXI Minor,2007,30000,PETROL,MANUAL,Second,Maharashtra," 1,50,000"
Tata,Safari,VX,2015,"115,000",DIESEL,MANUAL,3rd,Rajasthan," 8,25,000"
Maruti,Suzuki,ZDi Plus,2017,50000.0,DIESEL,MANUAL,1st,Kerala," 8,90,000"
Mitsubishi,Lancer,2.0 L Diesel LX,2010,"150,000",DIESEL,MANUAL,2nd,Kerala," 2,50,000"
Force,Motors,Others,2006,0,DIESEL,MANUAL,4+,Karnataka," 2,10,000"
Maruti,Suzuki,VXi,2008,64000.0,PETROL,--,2nd,Tamil," 1,45,000"
Volkswagen,Polo,1.2 MPI Highline,2017,61000.0,PETROL,MANUAL,1st,Kerala," 6,25,000"
Mahindra,Quanto,C8,2012,91000.0,DIESEL,MANUAL,2nd,Tamil," 3,85,000"
Maruti,Suzuki,VXI,2015,50500.0,PETROL,MANUAL,1st,Karnataka," 4,25,000"
Tata,Indica,V2 LS,2017,"60,000",DIESEL,MANUAL,1st,Tamil," 2,40,000"
Honda,WR-V,VX MT Diesel,Jun 2018,"79,000",Diesel,Manual,First,Noida,8.25
Hyundai,Xcent,SX 1.2 (O),2014,58000.0,DIESEL,MANUAL,1st,Karnataka," 4,99,000"
Kia,Seltos,GTX Plus,2020,14000.0,PETROL,MANUAL,1st,Karnataka," 17,75,000"
Maruti,Suzuki,,2018,9580.0,PETROL,--,--,Kerala," 5,95,000"
Hyundai,I20,1.2 Spotz,2011,70000.0,CNG & HYBRIDS,MANUAL,3rd,Delhi," 2,50,000"
Maruti,Suzuki,VDI,2012,70000.0,DIESEL,MANUAL,1st,Rajasthan," 3,70,000"
Renault,Duster,85PS Diesel RxS,2017,"41,000",DIESEL,MANUAL,1st,Kerala," 8,60,000"
Maruti,Suzuki,VXI,2015,54689.0,PETROL,MANUAL,1st,Delhi," 4,13,200"
Mercedes-Benz,New,230 Avantgarde,2010,87993.0,PETROL,AUTOMATIC,2nd,Karnataka," 9,25,000"
Maruti,Suzuki,5 Seater BSIV,2009,40000,PETROL,MANUAL,First,Maharashtra," 1,30,000"
Hyundai,Verna,2011-2014 1.6 SX VTVT AT,2013,45000.0,PETROL,AUTOMATIC,2nd,Maharashtra," 4,75,000"
Nissan,Micra,XV D,2012,68555.0,DIESEL,MANUAL,2nd,Tamil," 3,49,000"
Honda,City,2008-2011 1.5 S MT,2009,"63,000",PETROL,MANUAL,2nd,Delhi," 2,21,000"
Maruti,Suzuki,1.2 Lxi BSIV,2012,70000,PETROL,MANUAL,Second,Delhi," 2,97,000"
Mahindra,Xuv500,W4,2014,52000.0,DIESEL,MANUAL,--,Karnataka," 8,95,000"
Honda,Civic,ZX Diesel,2019,49000.0,DIESEL,MANUAL,1st,Rajasthan," 17,00,000"
Maruti,Suzuki,LXi,2009,78000.0,PETROL,MANUAL,1st,Tamil," 1,95,000"
Hyundai,Eon,Sportz,2016,73197.0,PETROL,MANUAL,1st,Karnataka," 3,65,000"
Honda,Civic,1.8 V MT,2007,"72,000",PETROL,MANUAL,1st,Tamil," 3,60,000"
Hyundai,I10,1.2 Kappa Magna,2013,68000.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 2,45,000"
Other,Brands,,2004,"90,000",PETROL,AUTOMATIC,3rd,Karnataka," 1,20,000"
Toyota,Fortuner,3.0 4x4 Manual,2011,185000.0,DIESEL,MANUAL,2nd,Karnataka," 12,25,000"
Maruti,Suzuki,7 Seater Standard,2012,"72,000",CNG & HYBRIDS,MANUAL,1st,Rajasthan," 2,65,000"
Mahindra,Scorpio,VLX 4WD Automatic MHawk,2009,140000.0,DIESEL,AUTOMATIC,2nd,Tamil," 4,40,000"
Hyundai,Elite,Sportz (O) 1.2,2012,"50,000",DIESEL,--,2nd,Maharashtra," 3,00,000"
Mahindra,Xylo,2012-2014 H4 ABS,2012,"175,000",DIESEL,MANUAL,1st,Maharashtra," 4,00,000"
Hyundai,Santro,LP,2003,96000.0,PETROL,MANUAL,2nd,Karnataka," 1,40,000"
Maruti,Suzuki,LX,2004,92000.0,PETROL,--,--,Kerala," 69,000"
Maruti,Suzuki,LXI CNG,2017,44965.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 4,44,700"
Maruti,Suzuki,VXI,2014,69135.0,PETROL,MANUAL,1st,Maharashtra," 3,21,000"
Renault,Duster,110PS Diesel RxL,2014,85482.0,DIESEL,MANUAL,1st,Maharashtra," 5,19,000"
Honda,City,2014-2015 i DTEC VX,2015,142637,DIESEL,MANUAL,Second,Tamil," 6,50,000"
Hyundai,Xcent,S 1.2,2015,65000.0,PETROL,MANUAL,1st,Rajasthan," 4,00,000"
Maruti,Suzuki,Others,2015,"196,039",DIESEL,MANUAL,1st,Karnataka," 3,20,000"
Maruti,Suzuki,VDi,2012,87000.0,DIESEL,MANUAL,3rd,Maharashtra," 2,55,000"
Tata,Tiago,XZ,2021,"12,500",PETROL,MANUAL,1st,Rajasthan," 5,99,000"
Maruti,Suzuki,VDI,2008,87000.0,DIESEL,MANUAL,3rd,Karnataka," 2,15,000"
Audi,A6,2.0 TDI Premium Plus,2012,79000.0,DIESEL,AUTOMATIC,2nd,Delhi," 9,75,000"
Maruti,Suzuki,Tour S,2020,40000.0,CNG & HYBRIDS,MANUAL,1st,Karnataka," 6,00,000"
Jeep,Compass,2.0 Longitude,2017,31000.0,DIESEL,MANUAL,1st,Maharashtra," 13,75,000"
Maruti,Suzuki,1.0 LXi,2010,75000.0,PETROL,MANUAL,2nd,Delhi," 1,29,999"
Tata,Nano,2009-2011 Cx,2010,"55,000",PETROL,MANUAL,4th,Maharashtra," 80,000"
Hyundai,Verna,2006-2009 CRDi SX ABS,2008,86000.0,DIESEL,MANUAL,4th,Karnataka," 1,79,000"
Maruti Suzuki,Ciaz,VDi + [2014-2015],Jul 2015,"65,656",Diesel,Manual,First,Noida,5.42
Hyundai,I10,Era,2009,64000.0,PETROL,MANUAL,1st,Tamil," 2,75,000"
Maruti,Suzuki,LXI,2011,64062.0,--,--,2nd,Kerala," 1,95,000"
Toyota,Camry,2.5 Hybrid,2016,"99,500",PETROL,AUTOMATIC,1st,Maharashtra," 15,00,000"
Maruti,Suzuki,1993-1996 MG410W ST,1994,69000.0,PETROL,MANUAL,2nd,Rajasthan," 2,85,000"
Maruti,Suzuki,Zeta Diesel,2016,"85,000",DIESEL,MANUAL,2nd,Rajasthan," 5,00,000"
Mahindra,Scorpio,2009-2014 SLE BSIV,2011,50000,DIESEL,MANUAL,Second,Kerala," 5,20,000"
Audi,Q3,Others,2013,87136.0,DIESEL,AUTOMATIC,1st,Rajasthan," 16,50,000"
Chevrolet,Cruze,LTZ,2010,114000.0,DIESEL,MANUAL,2nd,Karnataka," 4,25,000"
Renault,Kwid,1.0 RXT AMT,2017,15506.0,PETROL,AUTOMATIC,1st,Karnataka," 3,85,000"
Mahindra,Xuv500,W8,2013,62100.0,DIESEL,MANUAL,2nd,Delhi," 5,15,000"
Bmw,X5,xDrive 30d,2016,90000.0,DIESEL,AUTOMATIC,1st,Delhi," 38,50,000"
Honda,Br-V,i-VTEC S MT,2018,38708.0,PETROL,MANUAL,1st,Karnataka," 8,50,000"
Maruti,Suzuki,VXi,2010,52000.0,PETROL,MANUAL,2nd,Tamil," 2,45,000"
BMW,5-Series,530d M Sport [2013-2017],Jun 2021,"12,000",Diesel,Automatic,First,Noida,68
Maruti,Suzuki,,2010,46000.0,PETROL,MANUAL,3rd,Tamil," 2,30,000"
Toyota,Innova,2.4 VX MT,2018,41000.0,DIESEL,MANUAL,1st,Tamil," 20,50,000"
Maruti,Suzuki,ZXI,2014,70000.0,PETROL,MANUAL,2nd,Karnataka," 4,80,000"
Maruti,Suzuki,LXI,2012,82000.0,PETROL,--,1st,Tamil," 2,25,000"
Bmw,3,2005-2011 325i,2008,94000.0,PETROL,AUTOMATIC,1st,Rajasthan," 6,50,000"
Tata,Venture,EX 7 Str,2013,"118,000",DIESEL,--,3rd,Tamil," 1,90,000"
Honda,Accord,2.4 Automatic,2009,73000.0,PETROL,AUTOMATIC,4th,Delhi," 2,50,000"
Skoda,Laura,1.9 TDI MT Ambiente,2008,123000.0,DIESEL,MANUAL,2nd,Tamil," 2,30,000"
Toyota,Qualis,GS C1,2001,"245,090",DIESEL,MANUAL,3rd,Tamil," 1,85,000"
Audi,Q7,3.0 TDI Quattro Premium Plus,2011,"81,000",DIESEL,AUTOMATIC,4+,Kerala," 14,90,000"
Bajaj,Others,,2021,2029.0,PETROL,MANUAL,1st,Rajasthan," 1,90,000"
Mercedes-Benz,E-Class,E 200 Exclusive [2019-2019],Jun 2019,"28,000",Petrol,Automatic,First,Noida,55.75
Ford,Ecosport,1.5 Diesel Trend Plus,2016,"44,000",DIESEL,--,1st,Kerala," 6,20,000"
Fiat,Linea,2007-2013 Emotion Pack (Diesel),2012,88000.0,DIESEL,MANUAL,1st,Karnataka," 4,25,000"
Hyundai,Grand,1.2 Kappa Sportz,2018,25350.0,PETROL,MANUAL,1st,Rajasthan," 5,25,000"
Maruti,Suzuki,LDI,2016,91000.0,DIESEL,MANUAL,2nd,Karnataka," 3,20,000"
Tata,Indigo,CS GLS,2009,"47,000",PETROL,MANUAL,1st,Kerala," 1,10,000"
Hyundai,Accent,GLS,2007,78000.0,PETROL,MANUAL,3rd,Tamil," 75,000"
Maruti,Suzuki,LXI BS IV,2006,95000.0,PETROL,MANUAL,3rd,Karnataka," 1,69,000"
Toyota,Etios,1.5 V,2013,124000.0,PETROL,MANUAL,1st,Rajasthan," 3,50,000"
Maruti,Suzuki,VDi Option,2016,129000.0,DIESEL,--,1st,Karnataka," 6,95,000"
Ford,Ecosport,1.0 Ecoboost Titanium Plus,2015,32664.0,PETROL,MANUAL,2nd,Tamil," 4,75,000"
Mahindra,Xuv500,2011-2015 W8 2WD,2012,70000,DIESEL,MANUAL,Second,Rajasthan," 5,40,000"
Mahindra,Verito,1.5 D4 BSIV,2012,87000.0,DIESEL,MANUAL,2nd,Tamil," 2,75,000"
Hyundai,I20,1.2 S,2017,17000.0,PETROL,MANUAL,1st,Karnataka," 7,75,000"
Hyundai,I10,2007-2010 Magna 1.2,2010,"43,500",PETROL,MANUAL,1st,Kerala," 2,35,000"
Maruti,Suzuki,VXi,2014,69000.0,PETROL,MANUAL,1st,Kerala," 3,85,000"
Maruti,Suzuki,LXi,2008,30055.0,PETROL,MANUAL,2nd,Tamil," 1,60,000"
Hyundai,I20,1.4 Sportz,2011,115349.0,DIESEL,MANUAL,2nd,Karnataka," 3,65,000"
Hyundai,I20,1.4 Sportz,2012,90000.0,DIESEL,MANUAL,1st,Kerala," 2,90,000"
Tata,Safari,VX,2013,62000.0,DIESEL,MANUAL,1st,Delhi," 3,80,000"
Tata,Indica,DLS BSIII,2005,91000.0,DIESEL,MANUAL,2nd,Tamil," 1,03,000"
Bmw,5,520i,2009,72000.0,PETROL,AUTOMATIC,2nd,Delhi," 6,99,915"
Tata,Nano,2009-2011 Cx BSII,2010,"21,750",PETROL,MANUAL,1st,Rajasthan," 65,000"
Renault,Duster,110PS Diesel RxL,2013,97000.0,DIESEL,MANUAL,2nd,Maharashtra," 4,25,000"
Toyota,Innova,2012-2013 2.5 GX (Diesel) 7 Seater,2012,90000,DIESEL,MANUAL,First,Kerala," 6,50,000"
Honda,Civic,1.8 V MT,2010,60000.0,PETROL,MANUAL,2nd,Delhi," 3,60,000"
Toyota,Innova,2.5 EV Diesel MS 7 Str BSIII,2016,149500.0,DIESEL,MANUAL,2nd,Kerala," 10,50,000"
Porsche,Cayenne,Turbo,Jun 2020,"18,000",Petrol,Automatic,First,Noida,1.78
Hyundai,Santro,LP zipPlus,2010,"115,000",LPG,MANUAL,2nd,Maharashtra," 1,75,000"
Mahindra,Xuv500,W6 2WD,2014,84000.0,DIESEL,MANUAL,3rd,Rajasthan," 6,00,000"
Maruti,Suzuki,2004-2010 1.3 VXi,2008,70000,PETROL,MANUAL,Second,Maharashtra," 1,90,000"
Bmw,3,2005-2011 320d Corporate Edition,2011,77000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 8,55,000"
Maruti,Suzuki,VDi,2010,147000.0,DIESEL,--,1st,Kerala," 2,25,000"
Maruti,Suzuki,,2010,130000.0,DIESEL,MANUAL,2nd,Tamil," 3,25,000"
Maruti,Suzuki,VDI BS IV,2018,"50,100",DIESEL,MANUAL,1st,Karnataka," 6,00,000"
Maruti,Suzuki,LXI,2020,"33,000",PETROL,MANUAL,1st,Kerala," 4,50,000"
Other,Brands,,2012,0,DIESEL,MANUAL,1st,Kerala," 1,25,000"
Maruti,Suzuki,VXi 1.2 ABS BS-IV,2010,64200.0,PETROL,MANUAL,1st,Delhi," 2,10,000"
Hyundai,Xcent,1.2 CRDi S,2014,60000.0,DIESEL,MANUAL,2nd,Rajasthan," 3,25,000"
Mahindra,Jeep,Others,1987,"500,000",DIESEL,MANUAL,4+,Kerala," 1,30,000"
Volkswagen,Jetta,Others,1985,"95,000",DIESEL,MANUAL,2nd,Kerala," 4,00,000"
Maruti,Suzuki,2000-2005 LX,2008,--,PETROL,--,4th,Rajasthan," 1,05,000"
Honda,City,2011-2013 V MT,2012,84070.0,PETROL,MANUAL,2nd,Karnataka," 5,65,000"
Maruti,Suzuki,5 Seater AC,2021,6500.0,PETROL,MANUAL,1st,Tamil," 5,35,000"
Mercedes-Benz,E-Class,E250 CDI Avantgarde,2016,29700.0,DIESEL,AUTOMATIC,1st,Karnataka," 33,85,000"
Maruti,Suzuki,ZDi Plus,2016,72000.0,DIESEL,MANUAL,1st,Maharashtra," 7,25,000"
Land Rover,Evoque,HSE,Jun 2018,"14,600",Diesel,Automatic,First,Noida,49
Mahindra,XUV500,W10 1.99,May 2015,"1,14,885",Diesel,Manual,Second,Noida,8.96
Honda,City,i-DTEC VX,2017,"78,000",DIESEL,MANUAL,1st,Rajasthan," 8,60,000"
Hyundai,Eon,Era +,2017,20000.0,PETROL,MANUAL,2nd,Rajasthan," 3,00,000"
Mercedes-Benz,M-Class,350,Jun 2011,"1,10,000",Petrol,Automatic,Second,Noida,9.5
Hyundai,Verna,CRDi 1.6 SX,2014,58323.0,DIESEL,MANUAL,1st,Delhi," 4,85,000"
Maruti,Suzuki,VDI,2008,"108,000",DIESEL,MANUAL,2nd,Kerala," 2,20,000"
